Competitor Part Number,Shareway Part Number,Description,Category
749901000.0,SRJ0011DNL,Wurth Cross-Reference,RJ45 Connectors
74990100011A,SRJ16014DNL,Wurth Cross-Reference,RJ45 Connectors
7499010001A,SRJ10140NL,7499010001A,RJ45 Connectors
74990101210,SRJD4011BENL,Wurth Cross-Reference,RJ45 Connectors
74990101210.0,SRJD4011BENL,Wurth Cross-Reference,RJ45 Connectors
74990101212,SRJ6014BGNL,Wurth Cross-Reference,RJ45 Connectors
74990101212.0,SRJ6014BGNL,Wurth Cross-Reference,RJ45 Connectors
7499010121A,SRJ1014BGNL,Wurth Cross-Reference,RJ45 Connectors
7499010122,SRJD1011BENL,Wurth Cross-Reference,RJ45 Connectors
7499010122.0,SRJD1011BENL,Wurth Cross-Reference,RJ45 Connectors
7499010122A,SRJD5011BENL,Wurth Cross-Reference,RJ45 Connectors
74990101241,SRJD4012BENL,Wurth Cross-Reference,RJ45 Connectors
74990101241.0,SRJD4012BENL,Wurth Cross-Reference,RJ45 Connectors
7499010211A,SRJ0011BBNL,Wurth Cross-Reference,RJ45 Connectors
7499010211A,SRJ00115DNL,7499010211A,RJ45 Connectors
7499010441,SRJ4252F86NL,Wurth Cross-Reference,RJ45 Connectors
7499010441.0,SRJ4252F86NL,Wurth Cross-Reference,RJ45 Connectors
7499011002A,SRJ0012CNL,Wurth Cross-Reference,RJ45 Connectors
74990111215,SRJ01515ANL,74990111215,RJ45 Connectors
7499011121A,SRJ0012GDNL,Wurth Cross-Reference,RJ45 Connectors
74990112116A,SRJ6014AHNL,Wurth Cross-Reference,RJ45 Connectors
7499011222A,SRJ4011GFNL,Wurth Cross-Reference,RJ45 Connectors
7499021002A,SRJF26401CNL,Wurth Cross-Reference,RJ45 Connectors
7499021002A,SRJ26403BNL,7499021002A,RJ45 Connectors
7499021125,SRJ26202DNL,7499021125,RJ45 Connectors
7499031001A,SRJ46407BNL,7499031001A,RJ45 Connectors
7499051002,SRJ17202CNL,Wurth Cross-Reference,RJ45 Connectors
7499051002.0,SRJ17202CNL,Wurth Cross-Reference,RJ45 Connectors
7499110120A,SRJD4720BENL,Wurth Cross-Reference,RJ45 Connectors
7499110124,SRJG17401B9NL,Wurth Cross-Reference,RJ45 Connectors
7499110124.0,SRJG17401B9NL,Wurth Cross-Reference,RJ45 Connectors
7499111217,SRJG17331CNL,Wurth Cross-Reference,RJ45 Connectors
7499111217.0,SRJG17331CNL,Wurth Cross-Reference,RJ45 Connectors
7499111221A,SRJK0071AWNL,Wurth Cross-Reference,RJ45 Connectors
7499111423,SRJG0803A102NL,Wurth Cross-Reference,RJ45 Connectors
7499111423.0,SRJG0803A102NL,Wurth Cross-Reference,RJ45 Connectors
7499111440,SRJG4807G51NL,Wurth Cross-Reference,RJ45 Connectors
7499111440.0,SRJG0807G4NL,Wurth Cross-Reference,LAN Transformers
7499111440.0,SRJG4807G51NL,Wurth Cross-Reference,RJ45 Connectors
7499111440A,SRJG4807G51NL,Wurth Cross-Reference,RJ45 Connectors
7499111446,SRJG4820G4NL,Wurth Cross-Reference,RJ45 Connectors
7499111446.0,SRJG4820G4NL,Wurth Cross-Reference,RJ45 Connectors
7499111447,SRJG16746A4NL,Wurth Cross-Reference,RJ45 Connectors
7499111447.0,SRJG16746A4NL,Wurth Cross-Reference,RJ45 Connectors
7499111612A,SRJ00718DNL,7499111612A,RJ45 Connectors
7499121211,SRJG26962ABNL,Wurth Cross-Reference,RJ45 Connectors
7499121211.0,SRJG26962ABNL,Wurth Cross-Reference,RJ45 Connectors
7499210001A,SRJ16624DNL,Wurth Cross-Reference,RJ45 Connectors
7499210121,SRJ4049HDNL,Wurth Cross-Reference,RJ45 Connectors
7499210121.0,SRJ4049HDNL,Wurth Cross-Reference,RJ45 Connectors
7499210121A,SRJ4049HDNL,Wurth Cross-Reference,RJ45 Connectors
7499210123A,SRJD5049BENL,Wurth Cross-Reference,RJ45 Connectors
7499210124A,SRJ6049BGNL,Wurth Cross-Reference,RJ45 Connectors
7499210126,SRJD6164BENL,Wurth Cross-Reference,RJ45 Connectors
7499210126.0,SRJD6164BENL,Wurth Cross-Reference,RJ45 Connectors
7499210210,SRJD1104BDNL,Wurth Cross-Reference,RJ45 Connectors
7499210210.0,SRJD1104BDNL,Wurth Cross-Reference,RJ45 Connectors
7499211122A,SRJ0188GDNL,Wurth Cross-Reference,RJ45 Connectors
7499211122A,SRJ0162GDNL,Wurth Cross-Reference,LAN Transformers
7499211123A,SRJ01235CNL,7499211123A,RJ45 Connectors
7499221121,SRJ26419ADNL,Wurth Cross-Reference,RJ45 Connectors
7499221121.0,SRJ26419ADNL,Wurth Cross-Reference,RJ45 Connectors
7499410213,SRJP4162HENL,Wurth Cross-Reference,RJ45 Connectors
7499410213.0,SRJP4162HENL,Wurth Cross-Reference,RJ45 Connectors
7499411121,SRJK2001AGNL,Wurth Cross-Reference,RJ45 Connectors
7499411121.0,SRJK2001AGNL,Wurth Cross-Reference,RJ45 Connectors
7499411122,SRJK2002AGNL,Wurth Cross-Reference,RJ45 Connectors
7499411122.0,SRJK2002AGNL,Wurth Cross-Reference,RJ45 Connectors
7499511002,SRJK6069CNL,Wurth Cross-Reference,RJ45 Connectors
7499511002.0,SRJK6069CNL,Wurth Cross-Reference,RJ45 Connectors
7499511611A,SRJK2068AONL,Wurth Cross-Reference,RJ45 Connectors
750310062,ST3062NL,Wurth Power Transformer,Transformers
"750310266,  MSSAT03",THC13583,Housing Transformer,LAN Transformers
750310355,TEE35-013N,Wurth Power Transformer,Transformers
750310355.0,TEE35-013N,Wurth Cross-Reference,Transformers
750312559,ST4085ANL,Wurth Power Transformer,Transformers
750312559.0,ST4085ANL,Wurth Cross-Reference,Transformers
750312956,ST6826NL,Wurth Power Transformer,Transformers
750313626,ST3426ANL,Wurth Power Transformer,Transformers
750313626.0,ST3426ANL,Wurth Cross-Reference,Transformers
750313638,ST3438ANL,Wurth Power Transformer,Transformers
750313638.0,ST3438ANL,Wurth Cross-Reference,Transformers
750313734,ST3429ANL,Wurth Power Transformer,Transformers
750313734/TTH0505-1T,ST3429ANL,Housing Transformer,LAN Transformers
750313769,ST3469ANL,Wurth Power Transformer,Transformers
750313769.0,ST3469ANL,Wurth Cross-Reference,Transformers
750315240,ST6856ANL,Wurth Power Transformer,Transformers
750315240.0,ST6856ANL,Wurth Cross-Reference,Transformers
750315371,ST7200NL,Wurth Power Transformer,LAN Transformers
750315371,SRT7200,Wurth Cross-Reference,LAN Transformers
750315371,ST7201NL,Wurth Cross-Reference,LAN Transformers
750316031,ST6858ANL,Wurth Power Transformer,Transformers
750316032,ST6832ANL,Wurth Power Transformer,Transformers
750316032.0,ST6832ANL,Wurth Cross-Reference,Transformers
750316033,ST6863ANL,Wurth Power Transformer,Transformers
750316033.0,ST6863ANL,Wurth Cross-Reference,Transformers
750316770,ST3711ANL,Wurth Power Transformer,Transformers
750316770.0,ST3711ANL,Wurth Cross-Reference,Transformers
750316853,ST6853NL,Wurth Power Transformer,Transformers
750316853.0,ST6853NL,Wurth Cross-Reference,Transformers
750317331,ST3713ANL,Wurth Power Transformer,Transformers
750317331.0,ST3713ANL,Wurth Cross-Reference,Transformers
750317828,ST3716ANL,Wurth Power Transformer,Transformers
750317828.0,ST3716ANL,Wurth Cross-Reference,Transformers
750317829,ST3717ANL,Wurth Power Transformer,Transformers
750317829.0,ST3717ANL,Wurth Cross-Reference,Transformers
750317830,ST3718ANL,Wurth Power Transformer,Transformers
750317830.0,ST3718ANL,Wurth Cross-Reference,Transformers
750318208.0,SEP7208R,Wurth Cross-Reference,LAN Transformers
750319691,ST7206NL,Wurth Power Transformer,Transformers
750319696.0,ST3996NL,Wurth Cross-Reference,LAN Transformers
750319927,ST6859ANL,Wurth Power Transformer,Transformers
750319927.0,ST6859ANL,Wurth Cross-Reference,Transformers
750342585,ST8873PNL,Wurth Power Transformer,Transformers
750342585.0,ST8873PNL,Wurth Cross-Reference,Transformers
750342879,ST3479ANL,Wurth Power Transformer,Transformers
750342879.0,ST3479ANL,Wurth Cross-Reference,Transformers
750510628,SEF15-628,Wurth Flyback Transformer,Transformers
750811351,SWT0011NL,Wurth Power Transformer,Transformers
75312956.0,ST6826NL,Wurth Cross-Reference,Transformers
7588-B120-2000-D22-BA,SRJ26207BNL,7588-B120-2000-D22-BA,RJ45 Connectors
760301301,ST144NL,Wurth Power Transformer,Transformers
760390011,ST3911NL,Wurth Cross-Reference,LAN Transformers
760390011.0,ST4611NL,Wurth Cross-Reference,LAN Transformers
760390012,ST4618NL,Wurth Power Transformer,Transformers
760390012.0,ST4618NL,Wurth Cross-Reference,Transformers
760390013,ST3913NL,Wurth Power Transformer,Transformers
760390013.0,ST3913NL,Wurth Cross-Reference,Transformers
760390014,ST4818NL,Wurth Power Transformer,Transformers
760390014.0,ST4818NL,Wurth Cross-Reference,LAN Transformers
760390014/TRB06033ANL,ST4818NL,Housing Transformer,LAN Transformers
760390015,ST3915NL,Wurth Power Transformer,Transformers
7653-5082,SRJ1605ANL,7653-5082,RJ45 Connectors
78601/1C,ST85611NL,Murata Cross-Reference,
78601/1JC-R,ST85611NL,Housing Transformer,LAN Transformers
78601/9C,ST85601NL,Murata Cross-Reference,
78602/16C,ST85016NL,Murata Cross-Reference,
78602/4C,ST85602NL,Murata Cross-Reference,
78602/9C,ST85029NL,Murata Cross-Reference,
78615/2JC,ST85127NL,Murata Cross-Reference,
78615/9C,ST85128NL,Murata Cross-Reference,
78615/9JC,ST85128NL,Murata Cross-Reference,
8032.0205.024,SEF16-024,Pulse Flyback Transformer,Transformers
81F-02,SC1062ANLE,Yuan Dean Scientific CO.LTD Cross-Reference,
82G-1407GYD2NL,SRJ17406NL,82G-1407GYD2NL,RJ45 Connectors
85503-5001,SRJ1805NL,85503-5001,RJ45 Connectors
85727-1003,SRJ47095BNL,85727-1003,RJ45 Connectors
857271004,SRJG47031A31NL,MOLEX Cross-Reference,RJ45 Connectors
857271004.0,SRJG47031A31NL,MOLEX Cross-Reference,RJ45 Connectors
85728-1008,SRJG67090A4NL,MOLEX Cross-Reference,RJ45 Connectors
857931001,SRJK0038AWNL,MOLEX Cross-Reference,RJ45 Connectors
857931001.0,SRJK0038AWNL,MOLEX Cross-Reference,RJ45 Connectors
90511-001LF,SRJ6149CNL,90511-001LF,RJ45 Connectors
92250-088,SRJEF811XDNL,MOLEX Cross-Reference,RJ45 Connectors
95009-7441,SRJ17001CNL,95009-7441,RJ45 Connectors
95501-6889,SRJ88029DNL,95501-6889,RJ45 Connectors
95503-2881,SRJ6822NL,95503-2881,RJ45 Connectors
95540-6886,SRJ88028NL,95540-6886,RJ45 Connectors
95622-3981,SRJEF118DNL,MOLEX Cross-Reference,RJ45 Connectors
95678-001LF,SRJ1111CNL,95678-001LF,RJ45 Connectors
99751805-01,SRJ40261CNL,99751805-01,RJ45 Connectors
A-2004-2-4-LPS-N-R,SRJ1182ANL,A-2004-2-4-LPS-N-R,RJ45 Connectors
A00-432-262-450,SRJ1235NL,A00-432-262-450,RJ45 Connectors
A40-216-263-902,SRJ17637NL,A40-216-263-902,RJ45 Connectors
A6801NL,ST85509NLE,Pulse Cross-Reference,LAN Transformers
ACMS160808A121,SACMS160808A121,SMD Inductor,Power Inductors
ACMS160808A601 1A,SACMS160808A601 1A,SMD Inductor,Power Inductors
AE458RFW01A1SZ,SBC1013,Coilcraft Cross-Reference,Power Inductors
AE458RFW01B1SZ,SBC1014,Coilcraft Cross-Reference,Power Inductors
AE458RFW02B1SZ,SBC1015,Coilcraft Cross-Reference,Power Inductors
AE458RFW03B1SZ,SBC1016,Coilcraft Cross-Reference,Power Inductors
AE458RFW04B1SZ,SBC1017,Coilcraft Cross-Reference,Power Inductors
AE458RFW04B1SZ,SBC1024,Coilcraft Cross-Reference,Power Inductors
AE458RFW04B2SZ,SBC1018,Coilcraft Cross-Reference,Power Inductors
AE458RFW04B3SZ,SBC1019,Coilcraft Cross-Reference,Power Inductors
AE458RFW04B4SZ,SBC1020,Coilcraft Cross-Reference,Power Inductors
AE458RFW089B1SZ,SBC1022,Coilcraft Cross-Reference,Power Inductors
AE458RFW08B1SZ,SBC1021,Coilcraft Cross-Reference,Power Inductors
AE458RFW16B1SZ,SBC1023,Coilcraft Cross-Reference,Power Inductors
AGSC-48111S,SC60803ANL,AGSC-48111S,LAN Transformers
AI-64,SRJ09334DNL,AI-64,RJ45 Connectors
AJ-040SH-8-FL4-A3-N1,SRJ1955CNL,AJ-040SH-8-FL4-A3-N1,RJ45 Connectors
AMP-RJHSE-5381,SRJE101AGNL,Amphenol Cross-Reference,RJ45 Connectors
AR-657PG2-8-BK30,SRJ1029BNL,AR-657PG2-8-BK30,RJ45 Connectors
ARJ-1320-47F,SRJ61441BNL,ARJ-1320-47F,RJ45 Connectors
ARJ-199,SRJ60014ANL,ARJ-199,RJ45 Connectors
ARJ-232,SRJ34019ANL,ARJ-232,RJ45 Connectors
ARJ11A-MASD-MU-2,SRJ16060CNL,ARJ11A-MASD-MU-2,RJ45 Connectors
ARJ11C-MCSAT-A-B-5MU2,SRJ17304NL,ARJ11C-MCSAT-A-B-5MU2,RJ45 Connectors
ARJE-0030,SRJ00723BNL,ARJE-0030,RJ45 Connectors
ARJM11D7-009-AB-EW2,SRJ16615CNL,ARJM11D7-009-AB-EW2,RJ45 Connectors
ARU-ABAD-XX5-X,SRJ50025BNL,ARU-ABAD-XX5-X,RJ45 Connectors
B59(118-05)GP8-19A-4023-C12,SRJ47096ANL,B59(118-05)GP8-19A-4023-C12,RJ45 Connectors
B78381P9606A005,ST4071NL,Pulse B78381P9606A005 cross to Shareway ST4071NL,RF Transformers
BD12A29,SC41201NL,BD12A29,LAN Transformers
BD40A02,SC44011ANL,BD40A02,LAN Transformers
BK1005HW241-TV_SS,SBMS100505A241,SMD Inductor,Power Inductors
BL10057,THI10057,THT Inductor,Power Inductors
BL10058,THI10058,THT Inductor,Power Inductors
BL10059,THI10059,THT Inductor,Power Inductors
BL10060,THI10060,THT Inductor,Power Inductors
BS-R250210,SRJ19695ABNL,UDE Cross-Reference,RJ45 Connectors
BS-RB10005,SRJ4013AHNL,UDE Cross-Reference,RJ45 Connectors
BS-RN20016,SRJ17001AGNL,UDE Cross-Reference,RJ45 Connectors
BS-RU30183,SRJU3101CNL,UDE Cross-Reference,RJ45 Connectors
BX1194WNL,ST2287ANL,Pulse Cross-Reference,LAN Transformers
BX1194WNLT,ST2308ANL,Pulse Cross-Reference,LAN Transformers
BX2932LNL,ST2932ANL,Pulse Cross-Reference,LAN Transformers
C12-2000000A,SRJ17205NL,C12-2000000A,RJ45 Connectors
C15-1100000G,SRJE101AHNL,UDE Cross-Reference,RJ45 Connectors
C8317-04BFASB0R,SBF21001VS,USB,Connectors
C893-1A*1-E1,SRJU5009B28NL,Belfuse Cross-Reference,RJ45 Connectors
C893-1DX1-E5,SRJ50122BNL,C893-1DX1-E5,RJ45 Connectors
CA-005,SC11064ANL,CA-005,LAN Transformers
CNH15045-A03B-01031,XW45CN3,Other Connector,Connectors
CP-5Q011M-004,SRJ94911CNL,CP-5Q011M-004,RJ45 Connectors
CPEX2618LP-2R7MC,SPE2618-2R7M,Central Technologies Cross-Reference,Power Inductors
CR7983-CL,SEFD20-332,Coilcraft transformer for sn6501/sn6505b,Transformers
CR7984-CL,SEFD20-333,Coilcraft transformer for sn6501/sn6505b,Transformers
CR7985-CL,SEFD20-334,Coilcraft transformer for sn6501/sn6505b,Transformers
CST1-020L_,CT1020,Coilcraft current sense transformer,Transformers
CST1-030L_,CT1030,Coilcraft current sense transformer,Transformers
CST1-040L_,CT1040,Coilcraft current sense transformer,Transformers
CST1-050L_,CT1050,Coilcraft current sense transformer,Transformers
CST1-060L_,CT1060,Coilcraft current sense transformer,Transformers
CST1-070L_,CT1070,Coilcraft current sense transformer,Transformers
CST1-100L_,CT1100,Coilcraft current sense transformer,Transformers
CST1-125L_,CT1125,Coilcraft current sense transformer,Transformers
CST2-020L_,CT1020A,Coilcraft current sense transformer,Transformers
CST2-030L_,CT1030A,Coilcraft current sense transformer,Transformers
CST2-040L_,CT1040A,Coilcraft current sense transformer,Transformers
CST2-050L_,CT1050A,Coilcraft current sense transformer,Transformers
CST2-060L_,CT1060A,Coilcraft current sense transformer,Transformers
CST2-070L_,CT1070A,Coilcraft current sense transformer,Transformers
CST2-100L_,CT1100A,Coilcraft current sense transformer,Transformers
CST2-125L_,CT1125A,Coilcraft current sense transformer,Transformers
CST2010-020L_,CT3020,Coilcraft current sense transformer,Transformers
CST2010-030L_,CT3030,Coilcraft current sense transformer,Transformers
CST2010-040L_,CT3040,Coilcraft current sense transformer,Transformers
CST2010-050L_,CT3050,Coilcraft current sense transformer,Transformers
CST2010-060L_,CT3060,Coilcraft current sense transformer,Transformers
CST2010-070L_,CT3070,Coilcraft current sense transformer,Transformers
CST2010-080L_,CT3080,Coilcraft current sense transformer,Transformers
CST2010-100L_,CT3100,Coilcraft current sense transformer,Transformers
CST2010-125L_,CT3125,Coilcraft current sense transformer,Transformers
CST2010-150L_,CT3150,Coilcraft current sense transformer,Transformers
CST2010-200L_,CT3200,Coilcraft current sense transformer,Transformers
CST2020-070L,CT2070,Coilcraft current sense transformer,Transformers
CST2020-100L,CT2100,Coilcraft current sense transformer,Transformers
CST2020-200L,CT2200,Coilcraft current sense transformer,Transformers
CST2020-300L,CT2300,Coilcraft current sense transformer,Transformers
CST4835-020E_,CT4020,Coilcraft current sense transformer,Transformers
CST4835-030E_,CT4030,Coilcraft current sense transformer,Transformers
CST4835-040E_,CT4040,Coilcraft current sense transformer,Transformers
CST4835-050E_,CT4050,Coilcraft current sense transformer,Transformers
CST4835-060E_,CT4060,Coilcraft current sense transformer,Transformers
CST4835-070E_,CT4070,Coilcraft current sense transformer,Transformers
CST4835-100E_,CT4100,Coilcraft current sense transformer,Transformers
CST4835-125E,CT4125,Coilcraft current sense transformer,Transformers
CST4835-150E_,CT4150,Coilcraft current sense transformer,Transformers
CST7030-020L_,CT73020,Coilcraft current sense transformer,Transformers
CST7030-050L_,CT73050,Coilcraft current sense transformer,Transformers
CST7030-070L_,CT73070,Coilcraft current sense transformer,Transformers
CST7030-100LD,CT73100,Power Transformer,Transformers
CST7030-100L_,CT73100,Coilcraft current sense transformer,Transformers
CST7030-150L_,CT73150,Coilcraft current sense transformer,Transformers
CT006P-B3 (Oswell)/ MCT006P-B3…,SCT062K1,Current Sensor,Transformers
CT660101,SRJEF123XDNL,Belfuse Cross-Reference,RJ45 Connectors
CTJ-10-10-2450ERL,SRJ00114ANL,CTJ-10-10-2450ERL,RJ45 Connectors
CTR-3,SC0815ANL,Housing Transformer,LAN Transformers
CTX210655,ST201011,替代 CTX210655,transformer
CU8965-AL_,CT75100,Coilcraft current sense transformer,Transformers
CX-01SATA250407-00R,SATAIIIP03M,SATA,Connectors
CX-01SATA250407-00R,SSB5612,SMD Inductor,Power Inductors
CYCC7M10A200LR,SATA168407PL,SATA,Connectors
DA1T002I3,SRJG17503A146NL,Bothhand Cross-Reference,RJ45 Connectors
DA2032-AL_,SA2032,Coilcraft Cross-Reference,Power Inductors
DA2033-AL_,SA2033,Coilcraft Cross-Reference,Power Inductors
DA2034-AL_,SA2034,Coilcraft Cross-Reference,Power Inductors
DA2303-AL,SER3103,Coilcraft transformer for sn6501/sn6505a/sn6505b,Transformers
DA2304-AL,SER3104,Coilcraft transformer for sn6501/sn6505a/sn6505b,Transformers
DA2317-AL_,SEP5-004,Coilcraft Cross-Reference,Power Inductors
DA2318-AL_,SEP5-002,Coilcraft Cross-Reference,Power Inductors
DA2319-AL_,SEP5-001,Coilcraft Cross-Reference,Power Inductors
DA2320-AL_,SEP5-003,Coilcraft Cross-Reference,Power Inductors
DB-13-08B,DB-13-08B-2,Power Transformer,Transformers
DER2923B-100L,SER2923B-100L,THT Inductor,Power Inductors
DER2923B-100L,SER2923B-101L,THT Inductor,Power Inductors
DG36001G,SC20640DNL,DG36001G,LAN Transformers
DG36001G,SC83606CNL,DG36001G,LAN Transformers
"DG36001G,H2001DG,13F-2010CNL,20PT1024X,HR612004",SC20640DNL,"DG36001G,H2001DG,13F-2010CNL,20PT1024X,HR612004",LAN Transformers
DGKYD111B015AB1A1DP,SRJ221408NL,100M Single RJ45,RJ45 Connectors
DLF2000L,SLF2001,Coilcraft data line emi filter,Power Inductors
DLF2500L,SLF2002,Coilcraft data line emi filter,Power Inductors
DLF3000L,SLF3001,Coilcraft data line emi filter,Power Inductors
DLF3500L,SLF3002,Coilcraft data line emi filter,Power Inductors
DLF4000L,SLF4001,Coilcraft data line emi filter,Power Inductors
DLF4500L,SLF4002,Coilcraft data line emi filter,Power Inductors
DLF8000L,SLF8001,Coilcraft data line emi filter,Power Inductors
DLF8500L,SLF8002,Coilcraft data line emi filter,Power Inductors
DO1606T-102MLC,SDC5618-1R0M,Coilcraft SDC Series Cross-Reference,Power Inductors
DO1606T-103MLC,SDC5618-100M,Coilcraft SDC Series Cross-Reference,Power Inductors
DO1606T-104MLC,SDC5618-101M,Coilcraft SDC Series Cross-Reference,Power Inductors
DO1606T-105MLC,SDC5618-681M,Coilcraft SDC Series Cross-Reference,Power Inductors
DO1606T-152MLC,SDC5618-1R5M,Coilcraft SDC Series Cross-Reference,Power Inductors
DO1606T-153MLC,SDC5618-150M,Coilcraft SDC Series Cross-Reference,Power Inductors
DO1606T-154MLC,SDC5618-151M,Coilcraft SDC Series Cross-Reference,Power Inductors
DO1606T-222MLC,SDC5618-2R2M,Coilcraft SDC Series Cross-Reference,Power Inductors
DO1606T-223MLC,SDC5618-220M,Coilcraft SDC Series Cross-Reference,Power Inductors
DO1606T-224MLC,SDC5618-221M,Coilcraft SDC Series Cross-Reference,Power Inductors
DO1606T-332MLC,SDC5618-3R3M,Coilcraft SDC Series Cross-Reference,Power Inductors
DO1606T-333MLC,SDC5618-330M,Coilcraft SDC Series Cross-Reference,Power Inductors
DO1606T-334MLC,SDC5618-331M,Coilcraft SDC Series Cross-Reference,Power Inductors
DO1606T-472MLC,SDC5618-4R7M,Coilcraft SDC Series Cross-Reference,Power Inductors
DO1606T-473MLC,SDC5618-470M,Coilcraft SDC Series Cross-Reference,Power Inductors
DO1606T-474MLC,SDC5618-471M,Coilcraft SDC Series Cross-Reference,Power Inductors
DO1606T-682MLC,SDC5618-6R8M,Coilcraft SDC Series Cross-Reference,Power Inductors
DO1606T-683MLC,SDC5618-680M,Coilcraft SDC Series Cross-Reference,Power Inductors
DO1606T-822MLC,SDC5618-8R2M,Coilcraft SDC Series Cross-Reference,Power Inductors
DO1608C-1000_L_,SDC4530B-102M,Coilcraft power inductor,Power Inductors
DO1608C-102ML_,SDC4530B-1R0M,Coilcraft power inductor,Power Inductors
DO1608C-103ML_,SDC4530B-100M,Coilcraft power inductor,Power Inductors
DO1608C-104_L_,SDC4530B-101M,Coilcraft power inductor,Power Inductors
DO1608C-152ML_,SDC4530B-1R5M,Coilcraft power inductor,Power Inductors
DO1608C-153ML_,SDC4530B-150M,Coilcraft power inductor,Power Inductors
DO1608C-154_L_,SDC4530B-151M,Coilcraft power inductor,Power Inductors
DO1608C-222ML_,SDC4530B-2R2M,Coilcraft power inductor,Power Inductors
DO1608C-223_L_,SDC4530B-220M,Coilcraft power inductor,Power Inductors
DO1608C-224_L_,SDC4530B-221M,Coilcraft power inductor,Power Inductors
DO1608C-272ML_,SDC4530B-2R7M,Coilcraft power inductor,Power Inductors
DO1608C-332ML_,SDC4530B-3R3M,Coilcraft power inductor,Power Inductors
DO1608C-333_L_,SDC4530B-330M,Coilcraft power inductor,Power Inductors
DO1608C-334_L_,SDC4530B-331M,Coilcraft power inductor,Power Inductors
DO1608C-472ML_,SDC4530B-4R7M,Coilcraft power inductor,Power Inductors
DO1608C-473_L_,SDC4530B-470M,Coilcraft power inductor,Power Inductors
DO1608C-474_L_,SDC4530B-471M,Coilcraft power inductor,Power Inductors
DO1608C-682ML_,SDC4530B-6R8M,Coilcraft power inductor,Power Inductors
DO1608C-683_L_,SDC4530B-680M,Coilcraft power inductor,Power Inductors
DO1608C-684_L_,SDC4530B-681M,Coilcraft power inductor,Power Inductors
DO1608C-822ML_,"SDC4530B-8R2,",Coilcraft power inductor,Power Inductors
DO3308P-103MLD,SDBE1202B-100M,Coilcraft SDBE Series Cross-Reference,Power Inductors
DO3308P-104MLD,SDBE1202B-101M,Coilcraft SDBE Series Cross-Reference,Power Inductors
DO3308P-105MLD,SDBE1202B-102M,Coilcraft SDBE Series Cross-Reference,Power Inductors
DO3308P-153MLD,SDBE1202B-150M,Coilcraft SDBE Series Cross-Reference,Power Inductors
DO3308P-154MLD,SDBE1202B-151M,Coilcraft SDBE Series Cross-Reference,Power Inductors
DO3308P-223MLD,SDBE1202B-220M,Coilcraft SDBE Series Cross-Reference,Power Inductors
DO3308P-224MLD,SDBE1205B-221M,Coilcraft SDBE Series Cross-Reference,Power Inductors
DO3308P-333MLD,SDBE1202B-330M,Coilcraft SDBE Series Cross-Reference,Power Inductors
DO3308P-334MLD,SDBE1202B-331M,Coilcraft SDBE Series Cross-Reference,Power Inductors
DO3308P-473MLD,SDBE1202B-470M,Coilcraft SDBE Series Cross-Reference,Power Inductors
DO3308P-474MLD,SDBE1202B-471M,Coilcraft SDBE Series Cross-Reference,Power Inductors
DO3308P-683MLD,SDBE1202B-680M,Coilcraft SDBE Series Cross-Reference,Power Inductors
